uuid|metadata|indexed_metadata|searchable_metadata|exact_matching_metadata|suggest|coordinate
nyx:_no_way_home_vol_1_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/0/04/NYX_No_Way_Home_Vol_1_5.jpg/revision/latest/scale-to-width-down/300","title":"NYX: No Way Home  #5","slug":"NYX:_No_Way_Home_Vol_1_5"}|{"supporting_chars":[{"id":"cameron_palmer","slug":"Cameron_Palmer","name":"Cameron Palmer"},{"id":"cecilia_reyes","slug":"Cecilia_Reyes","name":"Cecilia Reyes"},{"id":"nick_nixon","slug":"Nick_Nixon","name":"Nick Nixon"}],"antagonists":[{"id":"sentinels","slug":"Sentinels","name":"Sentinels"},{"id":"thunderbolts","slug":"Thunderbolts","name":"Thunderbolts"},{"id":"andreas_von_strucker","slug":"Andreas_von_Strucker","name":"Swordsman (Andreas von Strucker)"},{"id":"macdonald_gargan","slug":"MacDonald_Gargan","name":"Venom (Mac Gargan)"},{"id":"venom_(klyntar)","slug":"Venom_(Klyntar)","name":"Venom Symbiote"}],"featured_chars":[{"id":"bobby_soul","slug":"Bobby_Soul","name":"Bobby Soul"},{"id":"tatiana_caban","slug":"Tatiana_Caban","name":"Catiana"},{"id":"kiden_nixon","slug":"Kiden_Nixon","name":"Kiden Nixon"},{"id":"lil%27_bro","slug":"Lil%27_Bro","name":"Lil' Bro"}]}|{"title":"NYX: No Way Home  #5","featured_chars":["Bobby Soul","Catiana","Kiden Nixon","Lil' Bro"],"supporting_chars":["Cameron Palmer","Cecilia Reyes","Nick Nixon"],"antagonists":["Sentinels","Thunderbolts","Swordsman (Andreas von Strucker)","Venom (Mac Gargan)","Venom Symbiote"]}|[]|["NYX: No Way Home  #5"]|
dead_of_night_featuring_werewolf_by_night_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d9/Dead_of_Night_Featuring_Werewolf_by_Night_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Dead of Night Featuring Werewolf by Night  #1","slug":"Dead_of_Night_Featuring_Werewolf_by_Night_Vol_1_1"}|{"supporting_chars":[{"id":"cassandra_price?action=edit&redlink=1","slug":"Cassandra_Price?action=edit&redlink=1","name":"Cassandra Price"}],"antagonists":[{"id":"jenny?action=edit&redlink=1","slug":"Jenny?action=edit&redlink=1","name":"Jenny"}],"featured_chars":[{"id":"jack_russell","slug":"Jack_Russell","name":"Jack Russell"}]}|{"title":"Dead of Night Featuring Werewolf by Night  #1","featured_chars":["Jack Russell"],"supporting_chars":["Cassandra Price"],"antagonists":["Jenny"]}|[]|["Dead of Night Featuring Werewolf by Night  #1"]|
mighty_avengers_vol_1_20~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/eb/Mighty_Avengers_Vol_1_20.jpg/revision/latest/scale-to-width-down/300","title":"Mighty Avengers  #20","slug":"Mighty_Avengers_Vol_1_20"}|{"supporting_chars":[{"id":"carol_danvers","slug":"Carol_Danvers","name":"Carol Danvers"},{"id":"simon_williams","slug":"Simon_Williams","name":"Simon Williams"},{"id":"anthony_stark","slug":"Anthony_Stark","name":"Tony Stark"},{"id":"clinton_barton","slug":"Clinton_Barton","name":"Clint Barton"},{"id":"barbara_morse","slug":"Barbara_Morse","name":"Bobbi Morse"}],"featured_chars":[{"id":"henry_pym","slug":"Henry_Pym","name":"Henry Pym"}]}|{"title":"Mighty Avengers  #20","featured_chars":["Henry Pym"],"supporting_chars":["Carol Danvers","Simon Williams","Tony Stark","Clint Barton","Bobbi Morse"]}|[]|["Mighty Avengers  #20"]|
ultimatum:_fantastic_four_requiem_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/3/3d/Ultimatum_Fantastic_Four_Requiem_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Ultimatum: Fantastic Four Requiem  #1","slug":"Ultimatum:_Fantastic_Four_Requiem_Vol_1_1"}|{"supporting_chars":[{"id":"franklin_storm","slug":"Franklin_Storm","name":"Dr. Franklin Storm"},{"id":"arthur_molekevic","slug":"Arthur_Molekevic","name":"Mole Man"},{"id":"mary_storm","slug":"Mary_Storm","name":"Mary Storm"},{"id":"stephen_strange,_jr.","slug":"Stephen_Strange,_Jr.","name":"Doctor Strange (Tephen Strange Jr.)"},{"id":"thaddeus_ross","slug":"Thaddeus_Ross","name":"Gen. Thaddeus \"Thunderbolt\" Ross"}],"antagonists":[{"id":"dormammu","slug":"Dormammu","name":"Dormammu"},{"id":"blackie_drago","slug":"Blackie_Drago","name":"Vulture (Blackie Drago)"}],"featured_chars":[{"id":"fantastic_four","slug":"Fantastic_Four","name":"Fantastic Four"}]}|{"title":"Ultimatum: Fantastic Four Requiem  #1","featured_chars":["Fantastic Four"],"supporting_chars":["Dr. Franklin Storm","Mole Man","Mary Storm","Doctor Strange (Tephen Strange Jr.)","Gen. Thaddeus \"Thunderbolt\" Ross"],"antagonists":["Dormammu","Vulture (Blackie Drago)"]}|[]|["Ultimatum: Fantastic Four Requiem  #1"]|
war_machine_vol_2_8~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/4f/War_Machine_Vol_2_8.jpg/revision/latest/scale-to-width-down/300","title":"War Machine Vol 2 #8","slug":"War_Machine_Vol_2_8"}|{"supporting_chars":[{"id":"suzi_endo","slug":"Suzi_Endo","name":"Suzi Endo"},{"id":"parnell_jacobs","slug":"Parnell_Jacobs","name":"Parnell Jacobs"},{"id":"bethany_cabe","slug":"Bethany_Cabe","name":"Bethany Cabe"},{"id":"jacob_oh","slug":"Jacob_Oh","name":"Jake Oh"}],"antagonists":[{"id":"morgan_stark","slug":"Morgan_Stark","name":"Morgan Stark"},{"id":"ultimo","slug":"Ultimo","name":"Ultimo"}],"featured_chars":[{"id":"james_rhodes","slug":"James_Rhodes","name":"War Machine"}]}|{"title":"War Machine Vol 2 #8","featured_chars":["War Machine"],"supporting_chars":["Suzi Endo","Parnell Jacobs","Bethany Cabe","Jake Oh"],"antagonists":["Morgan Stark","Ultimo"]}|[]|["War Machine Vol 2 #8"]|
marvel_zombies_4_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/4/44/Marvel_Zombies_4_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Marvel Zombies 4  #4","slug":"Marvel_Zombies_4_Vol_1_4"}|{"supporting_chars":[{"id":"parker_robbins","slug":"Parker_Robbins","name":"The Hood"},{"id":"wade_wilson","slug":"Wade_Wilson","name":"Zombie Deadpool"},{"id":"simon_garth","slug":"Simon_Garth","name":"Zombie (Simon Garth)"},{"id":"theodore_sallis","slug":"Theodore_Sallis","name":"Man-Thing"}],"antagonists":[{"id":"dormammu","slug":"Dormammu","name":"Dormammu"},{"id":"night_shift","slug":"Night_Shift","name":"Night Shift"},{"id":"josef_saint","slug":"Josef_Saint","name":"Needle"},{"id":"arnold_paffenroth","slug":"Arnold_Paffenroth","name":"Tatterdemalion"},{"id":"roderick_krupp","slug":"Roderick_Krupp","name":"Digger"},{"id":"dansen_macabre","slug":"Dansen_Macabre","name":"Dansen Macabre"}],"featured_chars":[{"id":"midnight_sons","slug":"Midnight_Sons","name":"Midnight Sons"},{"id":"michael_morbius","slug":"Michael_Morbius","name":"Morbius the Living Vampire (Dr. Michael Morbius)"},{"id":"daimon_hellstrom","slug":"Daimon_Hellstrom","name":"Hellstorm, Son of Satan (Daimon Hellstrom)"},{"id":"jennifer_kale","slug":"Jennifer_Kale","name":"Jennifer Kale"},{"id":"jack_russell","slug":"Jack_Russell","name":"Werewolf By Night (Jack Russell)"}]}|{"title":"Marvel Zombies 4  #4","featured_chars":["Midnight Sons","Morbius the Living Vampire (Dr. Michael Morbius)","Hellstorm, Son of Satan (Daimon Hellstrom)","Jennifer Kale","Werewolf By Night (Jack Russell)"],"supporting_chars":["The Hood","Zombie Deadpool","Zombie (Simon Garth)","Man-Thing"],"antagonists":["Dormammu","Night Shift","Needle","Tatterdemalion","Digger","Dansen Macabre"]}|[]|["Marvel Zombies 4  #4"]|
dark_reign:_the_goblin_legacy_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/3/3d/Dark_Reign_The_Goblin_Legacy_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Dark Reign: The Goblin Legacy  #1","slug":"Dark_Reign:_The_Goblin_Legacy_Vol_1_1"}|{"supporting_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Peter Parker"},{"id":"victoria_hand","slug":"Victoria_Hand","name":"Victoria Hand"}]}|{"title":"Dark Reign: The Goblin Legacy  #1","supporting_chars":["Peter Parker","Victoria Hand"]}|[]|["Dark Reign: The Goblin Legacy  #1"]|
wolverine_noir_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/6/68/Wolverine_Noir_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Wolverine Noir  #4","slug":"Wolverine_Noir_Vol_1_4"}|{"supporting_chars":[{"id":"mariko_yashida","slug":"Mariko_Yashida","name":"Mariko Yashida"},{"id":"dog","slug":"Dog","name":"Dog Logan"}],"antagonists":[{"id":"victor_creed","slug":"Victor_Creed","name":"Victor Creed"},{"id":"rose_o%27hara","slug":"Rose_O%27Hara","name":"Rose"}],"featured_chars":[{"id":"jim_logan","slug":"Jim_Logan","name":"Logan Howlett"}]}|{"title":"Wolverine Noir  #4","featured_chars":["Logan Howlett"],"supporting_chars":["Mariko Yashida","Dog Logan"],"antagonists":["Victor Creed","Rose"]}|[]|["Wolverine Noir  #4"]|
dark_tower:_the_fall_of_gilead_vol_1_3~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/2/23/Dark_Tower_The_Fall_of_Gilead_Vol_1_3.jpg/revision/latest/scale-to-width-down/300","title":"Dark Tower: The Fall of Gilead  #3","slug":"Dark_Tower:_The_Fall_of_Gilead_Vol_1_3"}|[]|{"title":"Dark Tower: The Fall of Gilead  #3"}|[]|["Dark Tower: The Fall of Gilead  #3"]|
lockjaw_and_the_pet_avengers_vol_1_4~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/3/32/Lockjaw_and_the_Pet_Avengers_Vol_1_4.jpg/revision/latest/scale-to-width-down/300","title":"Lockjaw and the Pet Avengers  #4","slug":"Lockjaw_and_the_Pet_Avengers_Vol_1_4"}|{"supporting_chars":[{"id":"bo_obama","slug":"Bo_Obama","name":"Bo, the First Dog"},{"id":"reed_richards","slug":"Reed_Richards","name":"Mister Fantastic (Reed Richard)"},{"id":"house_of_agon","slug":"House_of_Agon","name":"Inhumans"},{"id":"blackagar_boltagon","slug":"Blackagar_Boltagon","name":"Black Bolt (Blackagar Boltagon)"}],"antagonists":[{"id":"thanos","slug":"Thanos","name":"Thanos"}],"featured_chars":[{"id":"pet_avengers","slug":"Pet_Avengers","name":"Pet Avengers"},{"id":"niels","slug":"Niels","name":"Hairball (Niels)"},{"id":"simon_walterson","slug":"Simon_Walterson","name":"Throg (Puddlegulp)"},{"id":"ms._lion","slug":"Ms._Lion","name":"Ms. Lion"},{"id":"lockheed","slug":"Lockheed","name":"Lockheed"},{"id":"lockjaw","slug":"Lockjaw","name":"Lockjaw"},{"id":"zabu","slug":"Zabu","name":"Zabu"},{"id":"redwing","slug":"Redwing","name":"Redwing"}],"races_species":[{"id":"flock","slug":"Flock","name":"Flock"},{"id":"inhumans_(inhomo_supremis)","slug":"Inhumans_(Inhomo_supremis)","name":"Inhumans"},{"id":"mutant_titanian?action=edit&redlink=1","slug":"Mutant_Titanian?action=edit&redlink=1","name":"Mutant Titanian"},{"id":"dinosaurs","slug":"Dinosaurs","name":"Dinosaurs"},{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"}]}|{"title":"Lockjaw and the Pet Avengers  #4","featured_chars":["Pet Avengers","Hairball (Niels)","Throg (Puddlegulp)","Ms. Lion","Lockheed","Lockjaw","Zabu","Redwing"],"supporting_chars":["Bo, the First Dog","Mister Fantastic (Reed Richard)","Inhumans","Black Bolt (Blackagar Boltagon)"],"antagonists":["Thanos"],"races_species":["Flock","Inhumans","Mutant Titanian","Dinosaurs","Humans"]}|[]|["Lockjaw and the Pet Avengers  #4"]|
marvels_project_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/c2/Marvels_Project_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Marvels Project  #1","slug":"Marvels_Project_Vol_1_1"}|{"supporting_chars":[{"id":"united_states_army","slug":"United_States_Army","name":"United States Army"},{"id":"united_states_army#ellis_.28earth-616.29","slug":"United_States_Army#Ellis_.28Earth-616.29","name":"Colonel Ellis"},{"id":"samuel_sawyer","slug":"Samuel_Sawyer","name":"Lt. Sam Sawyer"}],"antagonists":[{"id":"nazi_germany","slug":"Nazi_Germany","name":"Nazis"},{"id":"national_socialist_german_workers_party/members#tanner_.28earth-616.29","slug":"National_Socialist_German_Workers_Party/Members#Tanner_.28Earth-616.29","name":"Tanner"},{"id":"national_socialist_german_workers_party/members#hans_.28nazi.29_.28earth-616.29","slug":"National_Socialist_German_Workers_Party/Members#Hans_.28Nazi.29_.28Earth-616.29","name":"Hans"},{"id":"hans_bruder","slug":"Hans_Bruder","name":"Dr. Hans Bruder"}],"featured_chars":[{"id":"thomas_halloway","slug":"Thomas_Halloway","name":"Angel (Dr. Thomas Halloway)"}],"races_species":[{"id":"homo_sapiens","slug":"Homo_sapiens","name":"Humans"},{"id":"asgardians","slug":"Asgardians","name":"Asgardians"},{"id":"human-inhuman_hybrids","slug":"Human-Inhuman_Hybrids","name":"Human-Inhuman Hybrids"},{"id":"synthezoids","slug":"Synthezoids","name":"Synthezoids"},{"id":"gods","slug":"Gods","name":"Gods"},{"id":"homo_mermanus","slug":"Homo_mermanus","name":"Atlanteans"},{"id":"atlantean-human_hybrids","slug":"Atlantean-Human_Hybrids","name":"Atlantean-Human Hybrids"},{"id":"androids","slug":"Androids","name":"Androids"}]}|{"title":"Marvels Project  #1","featured_chars":["Angel (Dr. Thomas Halloway)"],"supporting_chars":["United States Army","Colonel Ellis","Lt. Sam Sawyer"],"antagonists":["Nazis","Tanner","Hans","Dr. Hans Bruder"],"races_species":["Humans","Asgardians","Human-Inhuman Hybrids","Synthezoids","Gods","Atlanteans","Atlantean-Human Hybrids","Androids"]}|[]|["Marvels Project  #1"]|
marvel_divas_vol_1_2~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/c/cf/Marvel_Divas_Vol_1_2.jpg/revision/latest/scale-to-width-down/300","title":"Marvel Divas  #2","slug":"Marvel_Divas_Vol_1_2"}|{"supporting_chars":[{"id":"linda_carter","slug":"Linda_Carter","name":"Night Nurse (Linda Carter)"},{"id":"stephen_strange","slug":"Stephen_Strange","name":"Dr. Strange (Stephen Strange)"},{"id":"jericho_drumm","slug":"Jericho_Drumm","name":"Brother Voodoo (Jericho Drumm)"},{"id":"vance_astrovik","slug":"Vance_Astrovik","name":"Justice (Vance Astrovik)"},{"id":"henry_pym","slug":"Henry_Pym","name":"Henry Pym"},{"id":"thomas_fireheart","slug":"Thomas_Fireheart","name":"Thomas Fireheart"},{"id":"daimon_hellstrom","slug":"Daimon_Hellstrom","name":"Daimon Hellstrom"}],"featured_chars":[{"id":"patricia_walker","slug":"Patricia_Walker","name":"Patsy Walker"},{"id":"angelica_jones","slug":"Angelica_Jones","name":"Angelica Jones"},{"id":"monica_rambeau","slug":"Monica_Rambeau","name":"Monica Rambeau"},{"id":"felicia_hardy","slug":"Felicia_Hardy","name":"Black Cat (Felicia Hardy)"}]}|{"title":"Marvel Divas  #2","featured_chars":["Patsy Walker","Angelica Jones","Monica Rambeau","Black Cat (Felicia Hardy)"],"supporting_chars":["Night Nurse (Linda Carter)","Dr. Strange (Stephen Strange)","Brother Voodoo (Jericho Drumm)","Justice (Vance Astrovik)","Henry Pym","Thomas Fireheart","Daimon Hellstrom"]}|[]|["Marvel Divas  #2"]|
dominic_fortune_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/7/73/Dominic_Fortune_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Dominic Fortune  #1","slug":"Dominic_Fortune_Vol_1_1"}|{"supporting_chars":[{"id":"delatriz_betancourt","slug":"Delatriz_Betancourt","name":"Delatriz Betancourt"},{"id":"hadassah_feinstein","slug":"Hadassah_Feinstein","name":"Hazel Fontaine"}],"antagonists":[{"id":"malcolm_upshaw","slug":"Malcolm_Upshaw","name":"Malcolm Upshaw"},{"id":"donal_shaughnessy","slug":"Donal_Shaughnessy","name":"Colonel Shaughnessy"}],"featured_chars":[{"id":"duvid_fortunov","slug":"Duvid_Fortunov","name":"Dominic Fortune"}]}|{"title":"Dominic Fortune  #1","featured_chars":["Dominic Fortune"],"supporting_chars":["Delatriz Betancourt","Hazel Fontaine"],"antagonists":["Malcolm Upshaw","Colonel Shaughnessy"]}|[]|["Dominic Fortune  #1"]|
cable_vol_2_17~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/5/5c/Cable_Vol_2_17.jpg/revision/latest/scale-to-width-down/300","title":"Cable Vol 2 #17","slug":"Cable_Vol_2_17"}|{"supporting_chars":[{"id":"emil_spence","slug":"Emil_Spence","name":"Emil"}],"antagonists":[{"id":"lucas_bishop","slug":"Lucas_Bishop","name":"Bishop"}],"featured_chars":[{"id":"nathan_summers","slug":"Nathan_Summers","name":"Cable"},{"id":"hope_summers","slug":"Hope_Summers","name":"Hope"}]}|{"title":"Cable Vol 2 #17","featured_chars":["Cable","Hope"],"supporting_chars":["Emil"],"antagonists":["Bishop"]}|[]|["Cable Vol 2 #17"]|
x-men_forever_vol_2_5~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/e6/X-Men_Forever_Vol_2_5.jpg/revision/latest/scale-to-width-down/300","title":"X-Men Forever Vol 2 #5","slug":"X-Men_Forever_Vol_2_5"}|{"supporting_chars":[{"id":"strategic_hazard_intervention_espionage_logistics_directorate","slug":"Strategic_Hazard_Intervention_Espionage_Logistics_Directorate","name":"S.H.I.E.L.D."},{"id":"roy_manelli","slug":"Roy_Manelli","name":"Roy Manelli"},{"id":"nicholas_fury","slug":"Nicholas_Fury","name":"Nick Fury"},{"id":"daisy_dugan","slug":"Daisy_Dugan","name":"Ms. Dugan"}],"antagonists":[{"id":"consortium","slug":"Consortium","name":"Consortium"},{"id":"ororo_munroe_(bio-synth)","slug":"Ororo_Munroe_(Bio-Synth)","name":"Storm (Ororo Munroe)"},{"id":"fabian_cortez","slug":"Fabian_Cortez","name":"Fabian Cortez"}],"featured_chars":[{"id":"x-men","slug":"X-Men","name":"X-Men"},{"id":"remy_picard","slug":"Remy_Picard","name":"Gambit (Remy Picard)"},{"id":"ororo_munroe_(%27ro)","slug":"Ororo_Munroe_(%27Ro)","name":"'Ro"},{"id":"anna_marie_raven","slug":"Anna_Marie_Raven","name":"Rogue (Anna Marie Raven)"},{"id":"kurt_wagner","slug":"Kurt_Wagner","name":"Nightcrawler (Kurt Wagner)"},{"id":"scott_summers","slug":"Scott_Summers","name":"Cyclops (Scott Summers)"},{"id":"jean_grey","slug":"Jean_Grey","name":"Jean Grey"},{"id":"victor_creed","slug":"Victor_Creed","name":"Sabretooth (Victor Creed)"},{"id":"katherine_pryde","slug":"Katherine_Pryde","name":"Shadowcat (Kitty Pryde)"},{"id":"henry_mccoy","slug":"Henry_McCoy","name":"Beast (Hank McCoy)"},{"id":"charles_xavier","slug":"Charles_Xavier","name":"Professor X (Charles Xavier)"}]}|{"title":"X-Men Forever Vol 2 #5","featured_chars":["X-Men","Gambit (Remy Picard)","'Ro","Rogue (Anna Marie Raven)","Nightcrawler (Kurt Wagner)","Cyclops (Scott Summers)","Jean Grey","Sabretooth (Victor Creed)","Shadowcat (Kitty Pryde)","Beast (Hank McCoy)","Professor X (Charles Xavier)"],"supporting_chars":["S.H.I.E.L.D.","Roy Manelli","Nick Fury","Ms. Dugan"],"antagonists":["Consortium","Storm (Ororo Munroe)","Fabian Cortez"]}|[]|["X-Men Forever Vol 2 #5"]|
ultimate_comics_spider-man_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/d/d1/Ultimate_Comics_Spider-Man_Vol_1_1_Front.jpg/revision/latest/scale-to-width-down/300","title":"Ultimate Comics Spider-Man  #1","slug":"Ultimate_Comics_Spider-Man_Vol_1_1"}|{"supporting_chars":[{"id":"gwendolyne_stacy_(clone)","slug":"Gwendolyne_Stacy_(Clone)","name":"Gwen Stacy"},{"id":"may_reilly","slug":"May_Reilly","name":"May Parker"},{"id":"mary_jane_watson","slug":"Mary_Jane_Watson","name":"Mary Jane Watson"},{"id":"katherine_pryde","slug":"Katherine_Pryde","name":"Shroud"},{"id":"jonathan_storm","slug":"Jonathan_Storm","name":"Human Torch (Johnny Storm)"}],"antagonists":[{"id":"mysterio_(android)","slug":"Mysterio_(Android)","name":"Mysterio (Android)"},{"id":"quentin_beck","slug":"Quentin_Beck","name":"Mysterio (Quentin Beck)"},{"id":"wilson_fisk","slug":"Wilson_Fisk","name":"Kingpin (Wilson Fisk)"}],"featured_chars":[{"id":"peter_parker","slug":"Peter_Parker","name":"Spider-Man (Peter Parker)"}]}|{"title":"Ultimate Comics Spider-Man  #1","featured_chars":["Spider-Man (Peter Parker)"],"supporting_chars":["Gwen Stacy","May Parker","Mary Jane Watson","Shroud","Human Torch (Johnny Storm)"],"antagonists":["Mysterio (Android)","Mysterio (Quentin Beck)","Kingpin (Wilson Fisk)"]}|[]|["Ultimate Comics Spider-Man  #1"]|
ultimate_comics_avengers_vol_1_1~book|{"img":"https://vignette.wikia.nocookie.net/marveldatabase/images/e/e3/Ultimate_Comics_Avengers_Vol_1_1.jpg/revision/latest/scale-to-width-down/300","title":"Ultimate Comics Avengers  #1","slug":"Ultimate_Comics_Avengers_Vol_1_1"}|{"supporting_chars":[{"id":"antonio_stark","slug":"Antonio_Stark","name":"Tony Stark"},{"id":"strategic_hazard_intervention_espionage_logistics_directorate","slug":"Strategic_Hazard_Intervention_Espionage_Logistics_Directorate","name":"S.H.I.E.L.D."},{"id":"carol_danvers","slug":"Carol_Danvers","name":"Carol Danvers"}],"antagonists":[{"id":"advanced_idea_mechanics","slug":"Advanced_Idea_Mechanics","name":"A.I.M."},{"id":"red_skull","slug":"Red_Skull","name":"Red Skull"}],"featured_chars":[{"id":"nicholas_fury","slug":"Nicholas_Fury","name":"Nick Fury"},{"id":"clint_barton","slug":"Clint_Barton","name":"Hawkeye (Clint Barton)"},{"id":"steven_rogers","slug":"Steven_Rogers","name":"Captain America (Steve Rogers)"}]}|{"title":"Ultimate Comics Avengers  #1","featured_chars":["Nick Fury","Hawkeye (Clint Barton)","Captain America (Steve Rogers)"],"supporting_chars":["Tony Stark","S.H.I.E.L.D.","Carol Danvers"],"antagonists":["A.I.M.","Red Skull"]}|[]|["Ultimate Comics Avengers  #1"]|
